Transaction ID,Date,Amount,Account Number,Transaction Type,Suspicious Flag,Daily Transaction Count,Daily Transaction Volume,Monthly Transaction Count,Monthly Transaction Volume,Previous Alert,Geolocation,MCC,Customer Age,Device ID,Transaction Channel,Risk Score
TRX0196,2024-02-06,293.86,5555666677,UPI,0,1,293.86,15,36201.62,1,"51.5074,-0.1278",,34,DEV789,Mobile,10
TRX0197,2024-01-27,2688.38,3333444455,RTGS,0,1,2688.38,8,35858.27,1,"51.5074,-0.1278",,60,DEV202,Mobile,27
TRX0198,2024-02-06,6899.63,7777888899,SWIFT,0,2,8202.69,15,29919.14,1,"40.7128,-74.0060",,30,DEV101,Online,66
TRX0199,2024-01-26,624.94,1234567890,DUTF,0,1,624.94,15,27087.25,1,"19.0760,72.8777",,58,DEV123,Mobile,10
TRX0200,2024-03-18,1590.70,1234567890,DRTF,0,1,1590.70,5,11935.63,1,"35.6762,139.6503",,33,DEV123,Online,15
TRX0201,2024-02-13,216.42,5555666677,IMPS,0,1,216.42,16,36418.04,1,"34.0522,-118.2437",,65,DEV789,Online,10
TRX0202,2024-03-26,1419.91,1234567890,CUTF,0,2,1777.53,6,13355.54,0,"19.0760,72.8777",,42,DEV123,Mobile,12
TRX0203,2024-02-09,1951.07,7777888899,ACH,0,1,1951.07,16,31870.21,0,"19.0760,72.8777",,26,DEV101,Branch,29
TRX0204,2024-01-26,1130.87,1234567890,ACH,0,2,1755.81,16,28218.12,0,"40.7128,-74.0060",,45,DEV123,Branch,19
TRX0205,2024-03-18,116.26,8888999900,UPI,0,2,3403.95,15,22043.86,1,"40.7128,-74.0060",,58,DEV303,ATM,10
TRX0206,2024-02-05,1244.23,8888999900,RTGS,0,1,1244.23,7,21670.15,1,"34.0522,-118.2437",,48,DEV303,Branch,16
TRX0207,2024-01-09,1369.75,9876543210,NEFT,0,2,3348.57,10,11788.54,1,"40.7128,-74.0060",,52,DEV456,Mobile,12
TRX0208,2024-03-10,268.78,7777888899,DRTF,0,1,268.78,10,8960.83,1,"51.5074,-0.1278",,32,DEV101,ATM,10
TRX0209,2024-02-16,1408.00,8888999900,ACH,0,1,1408.00,8,23078.15,0,"19.0760,72.8777",,25,DEV303,Mobile,14
TRX0210,2024-01-18,8263.49,7777888899,RTGS,1,1,8263.49,17,31521.84,0,"35.6762,139.6503",,31,DEV101,Branch,81
TRX0211,2024-03-05,878.09,5555666677,NEFT,0,1,878.09,14,22690.94,1,"35.6762,139.6503",,37,DEV789,Branch,10
TRX0212,2024-02-01,1966.92,9876543210,DUTF,0,1,1966.92,14,32406.50,1,"35.6762,139.6503",,49,DEV456,Branch,29
TRX0213,2024-01-14,2511.66,8888999900,RTGS,0,1,2511.66,12,25143.40,1,"35.6762,139.6503",,47,DEV303,Mobile,30
TRX0214,2024-03-23,7276.80,3333444455,RTGS,0,1,7276.80,13,47351.09,0,"40.7128,-74.0060",,33,DEV202,Branch,64
TRX0215,2024-01-17,5065.80,3333444455,RTGS,0,1,5065.80,9,40924.07,0,"51.5074,-0.1278",,34,DEV202,Online,50
TRX0216,2024-02-13,320.02,9876543210,DRTF,0,1,320.02,15,32726.52,0,"19.0760,72.8777",,35,DEV456,Mobile,10
TRX0217,2024-02-24,429.90,8888999900,IMPS,0,2,484.52,9,23508.05,1,"19.0760,72.8777",,37,DEV303,Mobile,10
TRX0218,2024-03-19,480.17,7777888899,UPI,0,2,1175.98,11,9441.00,1,"34.0522,-118.2437",,47,DEV101,Online,10
TRX0219,2024-03-26,1400.20,5555666677,NEFT,0,2,6976.40,15,24091.14,0,"19.0760,72.8777",,39,DEV789,Online,15
TRX0220,2024-03-03,303.65,1234567890,DRTF,0,1,303.65,7,13659.19,0,"35.6762,139.6503",,44,DEV123,Branch,10
TRX0221,2024-01-26,7530.04,3333444455,SWIFT,1,1,7530.04,10,48454.11,1,"34.0522,-118.2437",,56,DEV202,Online,79
TRX0222,2024-03-04,247.83,5555666677,DRTF,0,2,1110.22,16,24338.97,1,"34.0522,-118.2437",,48,DEV789,Branch,11
TRX0223,2024-01-31,667.11,7777888899,DUTF,0,1,667.11,18,32188.95,0,"34.0522,-118.2437",,42,DEV101,Mobile,10
TRX0224,2024-01-27,5026.53,3333444455,SWIFT,0,2,7714.91,11,53480.64,1,"34.0522,-118.2437",,54,DEV202,Branch,57
TRX0225,2024-03-10,2522.56,3333444455,SWIFT,0,1,2522.56,14,49873.65,1,"51.5074,-0.1278",,58,DEV202,ATM,30
TRX0226,2024-01-27,81.46,8888999900,DUTF,0,2,1888.05,13,25224.86,0,"51.5074,-0.1278",,57,DEV303,Branch,10
TRX0227,2024-02-13,173.11,9876543210,IMPS,0,2,493.13,16,32899.63,0,"51.5074,-0.1278",,53,DEV456,Branch,11
TRX0228,2024-03-04,254.83,8888999900,CRTF,0,2,661.59,16,22298.69,1,"19.0760,72.8777",,59,DEV303,ATM,10
TRX0229,2024-01-12,295.55,9876543210,DUTF,0,2,1289.55,11,12084.09,1,"51.5074,-0.1278",,42,DEV456,Branch,10
TRX0230,2024-02-03,271.63,3333444455,IMPS,0,1,271.63,12,12150.34,0,"35.6762,139.6503",,57,DEV202,Branch,10
TRX0231,2024-02-10,406.06,7777888899,UPI,0,1,406.06,17,32276.27,1,"40.7128,-74.0060",,46,DEV101,Branch,10
TRX0232,2024-01-20,1958.77,8888999900,RTGS,0,1,1958.77,14,27183.63,0,"35.6762,139.6503",,59,DEV303,ATM,10
TRX0233,2024-02-16,233.43,9876543210,IMPS,0,1,233.43,17,33133.06,0,"40.7128,-74.0060",,27,DEV456,Branch,10
TRX0234,2024-02-27,280.88,7777888899,DRTF,0,1,280.88,18,32557.15,1,"19.0760,72.8777",,54,DEV101,ATM,10
TRX0235,2024-01-20,187.18,1234567890,IMPS,0,2,394.45,17,28405.30,0,"51.5074,-0.1278",,36,DEV123,Online,10
TRX0236,2024-01-25,1577.03,7777888899,CUTF,0,2,3123.36,19,33765.98,1,"51.5074,-0.1278",,27,DEV101,Online,15
TRX0237,2024-03-22,545.59,5555666677,NEFT,0,2,1017.53,17,24884.56,1,"35.6762,139.6503",,36,DEV789,Online,10
TRX0238,2024-03-22,689.70,5555666677,ACH,0,3,1707.23,18,25574.26,0,"35.6762,139.6503",,47,DEV789,ATM,10
TRX0239,2024-03-14,646.55,5555666677,DRTF,0,1,646.55,19,26220.81,0,"40.7128,-74.0060",,64,DEV789,Online,10
TRX0240,2024-01-09,743.84,1234567890,ACH,0,3,2736.95,18,29149.14,1,"51.5074,-0.1278",,54,DEV123,Online,12
TRX0241,2024-02-03,1924.35,5555666677,CUTF,0,3,4905.64,17,38342.39,1,"19.0760,72.8777",,61,DEV789,Mobile,20
TRX0242,2024-01-01,101.18,8888999900,IMPS,0,1,101.18,15,27284.81,0,"35.6762,139.6503",,35,DEV303,Mobile,10
TRX0243,2024-03-24,352.99,1234567890,CUTF,0,1,352.99,8,14012.18,0,"51.5074,-0.1278",,52,DEV123,Branch,10
TRX0244,2024-01-17,380.87,9876543210,IMPS,0,1,380.87,12,12464.96,0,"34.0522,-118.2437",,46,DEV456,Mobile,10
TRX0245,2024-03-17,1554.26,8888999900,NEFT,0,1,1554.26,17,23852.95,1,"51.5074,-0.1278",,56,DEV303,Branch,25
TRX0246,2024-01-05,1719.08,7777888899,RTGS,0,2,1889.33,20,35485.06,0,"34.0522,-118.2437",,29,DEV101,Online,22
TRX0247,2024-03-10,1036.95,3333444455,NEFT,0,2,3559.51,15,50910.60,1,"40.7128,-74.0060",,54,DEV202,Mobile,10
TRX0248,2024-02-01,861.43,1234567890,CRTF,0,1,861.43,10,13883.81,0,"40.7128,-74.0060",,56,DEV123,ATM,10
TRX0249,2024-02-20,3059.03,3333444455,RTGS,0,2,8403.48,13,15209.37,0,"35.6762,139.6503",,40,DEV202,Branch,28
TRX0250,2024-02-11,1676.90,3333444455,ACH,0,2,1843.34,14,16886.27,1,"19.0760,72.8777",,30,DEV202,Branch,19
TRX0251,2024-02-11,1390.09,1234567890,ACH,0,2,2597.37,11,15273.90,0,"35.6762,139.6503",,39,DEV123,ATM,10
TRX0252,2024-01-07,211.04,7777888899,UPI,0,2,2083.19,21,35696.10,1,"19.0760,72.8777",,36,DEV101,ATM,10
TRX0253,2024-02-23,193.29,3333444455,NEFT,0,1,193.29,15,17079.56,1,"35.6762,139.6503",,55,DEV202,ATM,10
TRX0254,2024-02-09,316.02,5555666677,UPI,0,1,316.02,18,38658.41,0,"35.6762,139.6503",,49,DEV789,Mobile,10
TRX0255,2024-01-31,180.75,9876543210,CRTF,0,1,180.75,13,12645.71,1,"40.7128,-74.0060",,60,DEV456,Online,10
TRX0256,2024-01-06,2390.68,7777888899,SWIFT,0,2,2608.62,22,38086.78,1,"40.7128,-74.0060",,35,DEV101,ATM,17
TRX0257,2024-01-19,295.51,7777888899,IMPS,0,3,11530.29,23,38382.29,0,"40.7128,-74.0060",,40,DEV101,Mobile,10
TRX0258,2024-02-15,1430.55,7777888899,ACH,0,1,1430.55,19,33987.70,0,"35.6762,139.6503",,29,DEV101,Online,10
TRX0259,2024-01-15,372.36,9876543210,DRTF,0,1,372.36,14,13018.07,1,"19.0760,72.8777",,53,DEV456,Branch,10
TRX0260,2024-02-20,1831.93,8888999900,ACH,0,1,1831.93,10,25339.98,1,"19.0760,72.8777",,48,DEV303,Online,17
TRX0261,2024-03-22,989.50,5555666677,CRTF,0,4,2696.73,20,27210.31,1,"40.7128,-74.0060",,28,DEV789,Branch,10
TRX0262,2024-02-29,677.81,7777888899,ACH,0,1,677.81,20,34665.51,0,"40.7128,-74.0060",,40,DEV101,Mobile,13
TRX0263,2024-03-28,331.17,5555666677,CRTF,0,2,2248.23,21,27541.48,0,"51.5074,-0.1278",,37,DEV789,Branch,10
TRX0264,2024-03-04,6492.94,3333444455,RTGS,0,1,6492.94,16,57403.54,1,"34.0522,-118.2437",,58,DEV202,ATM,59
TRX0265,2024-02-17,2649.95,8888999900,RTGS,0,1,2649.95,11,27989.93,0,"51.5074,-0.1278",,26,DEV303,ATM,28
TRX0266,2024-03-04,152.93,1234567890,IMPS,0,1,152.93,9,14165.11,0,"40.7128,-74.0060",,36,DEV123,Branch,10
TRX0267,2024-02-19,551.58,9876543210,DRTF,0,1,551.58,18,33684.64,1,"40.7128,-74.0060",,30,DEV456,Online,10
TRX0268,2024-03-30,211.57,9876543210,UPI,0,1,211.57,9,9887.61,1,"34.0522,-118.2437",,63,DEV456,ATM,10
TRX0269,2024-02-09,188.17,5555666677,NEFT,0,2,504.19,19,38846.58,0,"34.0522,-118.2437",,25,DEV789,Online,10
TRX0270,2024-03-17,181.49,5555666677,ACH,0,3,8501.13,22,27722.97,1,"35.6762,139.6503",,33,DEV789,Online,10
TRX0271,2024-01-13,1600.90,1234567890,CRTF,0,2,1781.19,19,30750.04,0,"51.5074,-0.1278",,65,DEV123,Online,16
TRX0272,2024-02-02,395.28,8888999900,NEFT,0,1,395.28,12,28385.21,0,"40.7128,-74.0060",,65,DEV303,Online,11
TRX0273,2024-01-06,807.95,1234567890,NEFT,0,1,807.95,20,31557.99,0,"34.0522,-118.2437",,52,DEV123,Branch,17
TRX0274,2024-01-15,2559.38,3333444455,SWIFT,0,2,12312.92,12,56040.02,1,"40.7128,-74.0060",,38,DEV202,Mobile,24
TRX0275,2024-01-06,496.13,8888999900,ACH,0,2,690.38,16,27780.94,1,"19.0760,72.8777",,32,DEV303,Branch,10
TRX0276,2024-01-27,1188.47,9876543210,DRTF,0,1,1188.47,15,14206.54,1,"51.5074,-0.1278",,42,DEV456,Mobile,10
TRX0277,2024-01-07,5519.35,1234567890,SWIFT,0,2,8588.03,21,37077.34,1,"19.0760,72.8777",,43,DEV123,Online,56
TRX0278,2024-02-28,1668.34,9876543210,DRTF,0,1,1668.34,19,35352.98,0,"40.7128,-74.0060",,38,DEV456,Branch,16
TRX0279,2024-02-17,1113.80,9876543210,DUTF,0,1,1113.80,20,36466.78,0,"19.0760,72.8777",,31,DEV456,Online,16
TRX0280,2024-01-20,229.96,9876543210,NEFT,0,1,229.96,16,14436.50,1,"19.0760,72.8777",,61,DEV456,Online,10
TRX0281,2024-03-24,495.38,8888999900,UPI,0,1,495.38,18,24348.33,0,"35.6762,139.6503",,29,DEV303,Mobile,10
TRX0282,2024-02-25,412.27,1234567890,CRTF,0,1,412.27,12,15686.17,1,"34.0522,-118.2437",,31,DEV123,Mobile,10
TRX0283,2024-02-07,70.19,9876543210,IMPS,0,1,70.19,21,36536.97,0,"51.5074,-0.1278",,51,DEV456,Branch,10
TRX0284,2024-03-04,4348.45,9876543210,RTGS,0,1,4348.45,10,14236.06,1,"34.0522,-118.2437",,35,DEV456,Online,36
TRX0285,2024-02-12,406.86,8888999900,UPI,0,1,406.86,13,28792.07,1,"34.0522,-118.2437",,25,DEV303,Branch,10
TRX0286,2024-01-23,1519.20,9876543210,CRTF,0,1,1519.20,17,15955.70,0,"34.0522,-118.2437",,29,DEV456,Branch,12
TRX0287,2024-01-08,5362.81,3333444455,RTGS,0,1,5362.81,13,61402.83,1,"40.7128,-74.0060",,56,DEV202,Mobile,60
TRX0288,2024-01-04,1616.20,9876543210,DUTF,0,1,1616.20,18,17571.90,0,"19.0760,72.8777",,37,DEV456,Online,10
TRX0289,2024-02-02,9940.82,5555666677,SWIFT,1,1,9940.82,20,48787.40,1,"51.5074,-0.1278",,39,DEV789,ATM,99
TRX0290,2024-02-22,1968.21,5555666677,DUTF,0,1,1968.21,21,50755.61,1,"35.6762,139.6503",,61,DEV789,ATM,21
TRX0291,2024-03-30,1487.45,7777888899,DUTF,0,2,3197.44,12,10928.45,0,"34.0522,-118.2437",,57,DEV101,Online,17
TRX0292,2024-02-06,1908.29,9876543210,CUTF,0,1,1908.29,22,38445.26,0,"40.7128,-74.0060",,39,DEV456,ATM,24
TRX0293,2024-03-14,90.76,7777888899,IMPS,0,1,90.76,13,11019.21,1,"19.0760,72.8777",,38,DEV101,ATM,10
TRX0294,2024-02-02,89.94,8888999900,IMPS,0,2,485.22,14,28882.01,1,"35.6762,139.6503",,27,DEV303,Mobile,10
TRX0295,2024-02-15,360.41,5555666677,UPI,0,2,9162.96,22,51116.02,1,"19.0760,72.8777",,34,DEV789,Mobile,12
TRX0296,2024-02-11,563.75,1234567890,ACH,0,3,3161.12,13,16249.92,0,"35.6762,139.6503",,37,DEV123,Branch,10
TRX0297,2024-01-28,146.89,8888999900,IMPS,0,2,507.52,17,27927.83,0,"35.6762,139.6503",,32,DEV303,Branch,10
TRX0298,2024-02-06,1746.79,5555666677,DUTF,0,2,2040.65,23,52862.81,0,"19.0760,72.8777",,47,DEV789,Online,15
TRX0299,2024-03-24,155.92,8888999900,DRTF,0,2,651.30,19,24504.25,0,"40.7128,-74.0060",,38,DEV303,Online,10
TRX0300,2024-01-02,1210.65,7777888899,CUTF,0,1,1210.65,24,39592.94,1,"19.0760,72.8777",,59,DEV101,ATM,10
TRX0301,2024-01-25,991.58,9876543210,NEFT,0,1,991.58,19,18563.48,1,"40.7128,-74.0060",,42,DEV456,Mobile,15
TRX0302,2024-02-26,29.27,7777888899,UPI,0,2,320.90,21,34694.78,0,"34.0522,-118.2437",,32,DEV101,ATM,10
TRX0303,2024-02-11,1684.42,9876543210,CUTF,0,2,3559.15,23,40129.68,0,"40.7128,-74.0060",,45,DEV456,Branch,11
TRX0304,2024-02-18,1194.73,3333444455,DRTF,0,1,1194.73,16,18274.29,1,"19.0760,72.8777",,54,DEV202,Branch,20
TRX0305,2024-01-30,197.88,5555666677,CRTF,0,1,197.88,12,26787.60,0,"35.6762,139.6503",,34,DEV789,ATM,10
TRX0306,2024-01-03,320.69,8888999900,IMPS,0,2,1868.10,18,28248.52,0,"19.0760,72.8777",,65,DEV303,Branch,10
TRX0307,2024-01-12,153.73,3333444455,NEFT,0,1,153.73,14,61556.56,0,"19.0760,72.8777",,28,DEV202,Branch,10
TRX0308,2024-03-28,6040.74,7777888899,RTGS,0,1,6040.74,14,17059.95,0,"51.5074,-0.1278",,59,DEV101,ATM,54
TRX0309,2024-03-01,1216.01,8888999900,CRTF,0,1,1216.01,20,25720.26,0,"51.5074,-0.1278",,30,DEV303,ATM,21
TRX0310,2024-01-05,363.92,5555666677,DUTF,0,1,363.92,13,27151.52,1,"40.7128,-74.0060",,35,DEV789,Branch,10
TRX0311,2024-02-12,7628.80,3333444455,SWIFT,1,1,7628.80,17,25903.09,0,"34.0522,-118.2437",,54,DEV202,Mobile,79
TRX0312,2024-01-14,837.03,5555666677,CRTF,0,3,1624.73,14,27988.55,0,"19.0760,72.8777",,52,DEV789,Online,10
TRX0313,2024-01-11,355.73,9876543210,UPI,0,2,1388.41,20,18919.21,1,"51.5074,-0.1278",,45,DEV456,ATM,10
TRX0314,2024-02-11,206.01,8888999900,CUTF,0,1,206.01,15,29088.02,0,"34.0522,-118.2437",,64,DEV303,ATM,10
TRX0315,2024-03-04,1296.12,8888999900,DUTF,0,3,1957.71,21,27016.38,0,"34.0522,-118.2437",,65,DEV303,Branch,10
TRX0316,2024-03-08,236.50,9876543210,IMPS,0,1,236.50,11,14472.56,0,"40.7128,-74.0060",,58,DEV456,ATM,12
TRX0317,2024-03-30,1486.28,1234567890,CRTF,0,1,1486.28,10,15651.39,1,"40.7128,-74.0060",,44,DEV123,Mobile,10
TRX0318,2024-01-12,314.43,3333444455,DUTF,0,2,468.16,15,61870.99,1,"34.0522,-118.2437",,37,DEV202,Branch,10
TRX0319,2024-02-02,398.19,3333444455,CRTF,0,2,1784.41,18,26301.28,1,"51.5074,-0.1278",,60,DEV202,Online,10
TRX0320,2024-03-11,491.72,5555666677,UPI,0,1,491.72,23,28214.69,0,"51.5074,-0.1278",,58,DEV789,ATM,14
TRX0321,2024-03-26,1874.70,8888999900,CRTF,0,1,1874.70,22,28891.08,0,"51.5074,-0.1278",,37,DEV303,Mobile,10
TRX0322,2024-01-01,6094.22,1234567890,RTGS,0,1,6094.22,22,43171.56,1,"19.0760,72.8777",,26,DEV123,Branch,65
TRX0323,2024-03-27,338.10,9876543210,UPI,0,1,338.10,12,14810.66,1,"35.6762,139.6503",,25,DEV456,Branch,10
TRX0324,2024-03-16,1530.42,8888999900,DUTF,0,2,2969.58,23,30421.50,0,"40.7128,-74.0060",,56,DEV303,Branch,10
TRX0325,2024-03-28,5827.41,7777888899,RTGS,0,2,11868.15,15,22887.36,0,"34.0522,-118.2437",,45,DEV101,Branch,58
TRX0326,2024-03-05,184.88,3333444455,IMPS,0,2,1944.63,17,57588.42,1,"40.7128,-74.0060",,31,DEV202,Online,10
TRX0327,2024-03-19,8247.99,7777888899,RTGS,1,3,9423.97,16,31135.35,1,"51.5074,-0.1278",,39,DEV101,Online,88
TRX0328,2024-02-05,929.34,8888999900,DUTF,0,2,2173.57,16,30017.36,1,"40.7128,-74.0060",,29,DEV303,Mobile,10
TRX0329,2024-01-17,251.28,3333444455,CUTF,0,2,5317.08,16,62122.27,1,"40.7128,-74.0060",,31,DEV202,Online,10
TRX0330,2024-01-28,7036.80,8888999900,RTGS,1,3,7544.32,19,35285.32,0,"35.6762,139.6503",,58,DEV303,ATM,71
TRX0331,2024-03-17,636.09,9876543210,NEFT,0,2,1097.78,13,15446.75,0,"35.6762,139.6503",,61,DEV456,ATM,10
TRX0332,2024-02-17,1092.35,9876543210,DUTF,0,2,2206.15,24,41222.03,1,"35.6762,139.6503",,53,DEV456,Mobile,14
TRX0333,2024-03-17,1235.92,5555666677,DRTF,0,4,9737.05,24,29450.61,1,"51.5074,-0.1278",,32,DEV789,ATM,18
TRX0334,2024-02-14,35.27,1234567890,IMPS,0,2,370.33,14,16285.19,1,"35.6762,139.6503",,50,DEV123,Branch,10
TRX0335,2024-02-25,1607.81,3333444455,DUTF,0,1,1607.81,19,27909.09,0,"40.7128,-74.0060",,52,DEV202,Online,10
TRX0336,2024-02-03,815.96,9876543210,CUTF,0,3,1625.25,25,42037.99,0,"19.0760,72.8777",,38,DEV456,Branch,10
TRX0337,2024-03-02,558.66,1234567890,CRTF,0,1,558.66,11,16210.05,1,"51.5074,-0.1278",,47,DEV123,Branch,10
TRX0338,2024-01-04,1320.10,3333444455,CRTF,0,2,10913.55,17,63442.37,1,"19.0760,72.8777",,58,DEV202,Branch,21
TRX0339,2024-02-08,5829.47,7777888899,SWIFT,0,2,7562.69,22,40524.25,1,"19.0760,72.8777",,26,DEV101,ATM,50
TRX0340,2024-01-06,425.80,3333444455,IMPS,0,1,425.80,18,63868.17,0,"34.0522,-118.2437",,42,DEV202,ATM,10
TRX0341,2024-01-26,1376.18,3333444455,CRTF,0,2,8906.22,19,65244.35,0,"35.6762,139.6503",,25,DEV202,Mobile,18
TRX0342,2024-01-01,579.91,5555666677,DUTF,0,1,579.91,15,28568.46,0,"19.0760,72.8777",,47,DEV789,ATM,11
TRX0343,2024-03-21,187.11,8888999900,IMPS,0,2,260.69,24,30608.61,0,"34.0522,-118.2437",,61,DEV303,Online,10
TRX0344,2024-03-29,669.63,9876543210,DRTF,0,1,669.63,14,16116.38,0,"34.0522,-118.2437",,40,DEV456,ATM,10
TRX0345,2024-02-09,7728.88,5555666677,RTGS,1,3,8233.07,24,60591.69,0,"51.5074,-0.1278",,43,DEV789,Branch,72
TRX0346,2024-03-02,368.37,7777888899,DRTF,0,1,368.37,17,31503.72,1,"34.0522,-118.2437",,26,DEV101,Mobile,10
TRX0347,2024-03-14,1605.24,3333444455,RTGS,0,1,1605.24,18,59193.66,0,"19.0760,72.8777",,63,DEV202,Branch,10
TRX0348,2024-01-19,667.52,9876543210,ACH,0,3,2445.08,21,19586.73,1,"35.6762,139.6503",,25,DEV456,Online,10
TRX0349,2024-02-19,9777.86,9876543210,RTGS,1,2,10329.44,26,51815.85,0,"40.7128,-74.0060",,45,DEV456,Online,94
TRX0350,2024-01-07,5273.02,3333444455,SWIFT,0,1,5273.02,20,70517.37,1,"19.0760,72.8777",,58,DEV202,ATM,46
TRX0351,2024-03-06,11.28,8888999900,UPI,0,1,11.28,25,30619.89,1,"34.0522,-118.2437",,52,DEV303,Branch,10
TRX0352,2024-01-03,15.05,1234567890,IMPS,0,1,15.05,23,43186.61,1,"40.7128,-74.0060",,54,DEV123,Mobile,10
TRX0353,2024-03-11,1592.74,9876543210,DUTF,0,1,1592.74,15,17709.12,1,"19.0760,72.8777",,39,DEV456,Branch,15
TRX0354,2024-01-26,6339.25,1234567890,RTGS,0,3,8095.06,24,49525.86,1,"34.0522,-118.2437",,63,DEV123,Mobile,64
TRX0355,2024-03-22,202.15,8888999900,IMPS,0,1,202.15,26,30822.04,1,"51.5074,-0.1278",,50,DEV303,ATM,10
TRX0356,2024-03-10,1958.63,1234567890,DUTF,0,2,2455.22,12,18168.68,1,"51.5074,-0.1278",,40,DEV123,ATM,15
TRX0357,2024-03-29,528.65,8888999900,CUTF,0,1,528.65,27,31350.69,0,"40.7128,-74.0060",,35,DEV303,ATM,10
TRX0358,2024-03-07,8056.00,1234567890,RTGS,1,1,8056.00,13,26224.68,1,"51.5074,-0.1278",,33,DEV123,Branch,75
TRX0359,2024-02-29,514.13,7777888899,ACH,0,2,1191.94,23,41038.38,0,"34.0522,-118.2437",,44,DEV101,Online,11
TRX0360,2024-03-06,1427.17,3333444455,ACH,0,1,1427.17,19,60620.83,1,"35.6762,139.6503",,57,DEV202,Mobile,19
TRX0361,2024-01-08,1928.93,9876543210,CUTF,0,1,1928.93,22,21515.66,1,"35.6762,139.6503",,37,DEV456,ATM,14
TRX0362,2024-03-03,15.79,3333444455,IMPS,0,1,15.79,20,60636.62,1,"40.7128,-74.0060",,40,DEV202,Online,10
TRX0363,2024-03-11,7244.03,3333444455,SWIFT,1,2,7565.96,21,67880.65,1,"35.6762,139.6503",,27,DEV202,Online,72
TRX0364,2024-02-10,110.37,7777888899,ACH,0,2,516.43,24,41148.75,1,"40.7128,-74.0060",,35,DEV101,Branch,10
TRX0365,2024-03-09,1357.53,5555666677,NEFT,0,2,1669.48,25,30808.14,1,"35.6762,139.6503",,35,DEV789,Online,14
TRX0366,2024-02-14,135.75,7777888899,IMPS,0,2,434.70,25,41284.50,1,"51.5074,-0.1278",,42,DEV101,Mobile,10
TRX0367,2024-03-11,82.70,1234567890,NEFT,0,2,8351.08,14,26307.38,1,"51.5074,-0.1278",,39,DEV123,Branch,10
TRX0368,2024-01-04,426.62,5555666677,UPI,0,1,426.62,16,28995.08,1,"34.0522,-118.2437",,31,DEV789,Online,14
TRX0369,2024-01-20,9236.19,7777888899,SWIFT,1,1,9236.19,25,48829.13,0,"51.5074,-0.1278",,63,DEV101,Branch,96
TRX0370,2024-03-01,60.58,9876543210,IMPS,0,1,60.58,16,17769.70,0,"35.6762,139.6503",,47,DEV456,Branch,10
TRX0371,2024-01-11,1764.87,3333444455,RTGS,0,2,9647.60,21,72282.24,0,"51.5074,-0.1278",,26,DEV202,ATM,19
TRX0372,2024-03-17,6365.74,7777888899,RTGS,0,2,6824.84,18,37869.46,0,"34.0522,-118.2437",,51,DEV101,ATM,65
TRX0373,2024-03-19,329.02,8888999900,UPI,0,1,329.02,28,31679.71,0,"35.6762,139.6503",,65,DEV303,ATM,10
TRX0374,2024-02-03,163.42,1234567890,CUTF,0,1,163.42,15,16448.61,0,"35.6762,139.6503",,63,DEV123,ATM,10
TRX0375,2024-01-21,80.22,3333444455,ACH,0,1,80.22,22,72362.46,0,"34.0522,-118.2437",,40,DEV202,Mobile,10
TRX0376,2024-03-10,516.33,3333444455,NEFT,0,3,4075.84,22,68396.98,0,"35.6762,139.6503",,61,DEV202,Branch,10
TRX0377,2024-03-16,503.12,9876543210,CRTF,0,1,503.12,17,18272.82,1,"35.6762,139.6503",,41,DEV456,ATM,10
TRX0378,2024-02-18,1517.00,3333444455,CRTF,0,2,2711.73,20,29426.09,1,"19.0760,72.8777",,58,DEV202,ATM,20
TRX0379,2024-03-24,1911.62,1234567890,CUTF,0,2,2264.61,15,28219.00,0,"19.0760,72.8777",,42,DEV123,Branch,15
TRX0380,2024-03-03,606.14,7777888899,CRTF,0,2,2475.61,19,38475.60,0,"35.6762,139.6503",,42,DEV101,Mobile,10
TRX0381,2024-03-27,1323.57,8888999900,DRTF,0,2,3141.76,29,33003.28,1,"19.0760,72.8777",,53,DEV303,ATM,19
TRX0382,2024-02-15,6401.64,8888999900,SWIFT,0,1,6401.64,17,36419.00,1,"35.6762,139.6503",,60,DEV303,ATM,60
TRX0383,2024-02-21,2816.14,1234567890,RTGS,0,1,2816.14,16,19264.75,1,"35.6762,139.6503",,29,DEV123,ATM,19
TRX0384,2024-01-17,282.14,9876543210,IMPS,0,2,663.01,23,21797.80,1,"40.7128,-74.0060",,45,DEV456,ATM,10
TRX0385,2024-03-23,4703.96,1234567890,RTGS,0,1,4703.96,16,32922.96,1,"34.0522,-118.2437",,56,DEV123,Online,41
TRX0386,2024-02-07,6511.01,3333444455,RTGS,0,1,6511.01,21,35937.10,0,"19.0760,72.8777",,55,DEV202,Mobile,65
TRX0387,2024-01-04,1075.07,3333444455,CUTF,0,3,11988.62,23,73437.53,0,"34.0522,-118.2437",,53,DEV202,Branch,10
TRX0388,2024-02-16,267.07,3333444455,UPI,0,1,267.07,22,36204.17,0,"34.0522,-118.2437",,30,DEV202,Branch,10
TRX0389,2024-03-07,604.89,8888999900,ACH,0,2,867.65,30,33608.17,1,"19.0760,72.8777",,32,DEV303,Branch,10
TRX0390,2024-01-02,248.86,5555666677,UPI,0,1,248.86,17,29243.94,1,"34.0522,-118.2437",,65,DEV789,Online,10
TRX0391,2024-03-17,1580.57,1234567890,CRTF,0,1,1580.57,17,34503.53,1,"40.7128,-74.0060",,32,DEV123,Online,24
